CUSTOMERID,GEOGRAPHY,GENDER,AGE,TENURE,BALANCE,NUMOFPRODUCTS,HASCRCARD,ISACTIVEMEMBER,ESTIMATEDSALARY,EXITED,TRANSACTIONTIMESTAMP,DEBTTOINCOME,PREDICTED_CHURN,CREDITSCORE
300,Germany,Female,23,8,0,1,1,1,228829.67,0,1/6/25 5:29,90,9999,397
301,Germany,Male,24,7,130072.29,2,0,0,195551.77,1,1/27/25 12:35,104,9999,601
302,Italy,Female,64,4,0,2,1,1,105725,1,1/22/25 7:59,118,9999,448
303,Spain,Female,20,0,0,4,1,1,110767.91,1,1/17/25 13:08,54,9999,557
304,Italy,Male,84,7,130072.29,3,0,0,86485.78,1,1/17/25 19:19,112,9999,666
305,Germany,Female,27,7,130072.29,3,1,1,229745.74,0,1/29/25 13:12,53,9999,673
306,Italy,Male,80,6,0,2,0,0,203853.59,1,2/3/25 2:28,90,9999,377
307,Spain,Male,24,6,0,2,1,1,70512.61,1,1/25/25 17:15,61,9999,288
308,Spain,Female,34,7,130072.29,2,0,1,83570.08,1,1/21/25 19:20,86,9999,587
309,Italy,Female,26,0,0,4,0,0,186246.55,1,1/21/25 21:10,104,9999,609
310,Spain,Female,29,2,130072.29,3,1,0,108917.99,1,1/25/25 1:29,94,9999,378
311,Germany,Male,27,3,130072.29,2,0,1,154381.16,0,1/11/25 18:16,77,9999,516
312,Germany,Male,88,10,130072.29,1,1,0,43088.95,1,1/25/25 5:42,108,9999,690
313,Italy,Female,30,5,130072.29,3,1,1,207516.16,1,1/10/25 2:21,56,9999,683
314,Germany,Male,22,9,0,3,0,1,141309.16,1,1/31/25 23:44,109,9999,400
315,Spain,Female,76,9,0,1,1,0,207305.36,1,2/3/25 14:35,102,9999,664
316,Italy,Female,23,8,0,1,1,0,180139.33,1,1/23/25 1:11,89,9999,547
317,Spain,Female,24,3,130072.29,3,1,0,110105.36,1,1/1/25 17:47,101,9999,348
318,Italy,Male,19,5,130072.29,3,1,1,171738.23,0,1/19/25 23:18,60,9999,512
319,Italy,Male,74,8,0,2,1,1,19663.67,1,1/14/25 0:58,99,9999,501
320,France,Female,23,8,130072.29,4,0,0,111859.15,1,1/15/25 21:19,99,9999,393
321,France,Male,22,5,0,4,1,0,111779.41,1,1/2/25 9:44,97,9999,595
322,France,Female,78,4,0,2,0,1,108057.8,0,2/3/25 7:36,103,9999,361
323,Italy,Female,53,2,0,1,1,0,33807.23,1,1/30/25 17:02,55,9999,309
324,Spain,Male,20,4,0,1,1,1,124308.2,1,1/26/25 21:41,99,9999,618
325,Italy,Female,46,2,130072.29,1,0,1,191617.65,1,1/11/25 14:25,52,9999,251
326,Italy,Female,77,4,0,1,1,0,84144.03,1,1/5/25 17:21,90,9999,634
327,Italy,Female,19,9,0,2,1,1,205553.68,1,1/15/25 4:10,77,9999,553
328,France,Female,58,9,130072.29,3,0,0,148440.12,1,1/28/25 1:03,81,9999,503
329,Spain,Female,28,0,130072.29,2,0,1,182410.81,1,1/8/25 19:54,88,9999,389
330,France,Male,30,5,0,1,0,0,224936.4,1,2/1/25 4:35,120,9999,286
331,Germany,Male,27,6,130072.29,2,1,1,123147.91,1,1/16/25 5:34,112,9999,409
332,Italy,Female,30,1,0,4,0,0,212006.17,1,1/12/25 2:28,68,9999,258
333,France,Male,18,2,0,4,1,0,39392.16,1,1/15/25 20:39,50,9999,482
334,Italy,Female,44,9,0,1,0,1,195710.43,1,1/24/25 1:08,82,9999,348
335,Italy,Female,18,8,130072.29,2,1,0,209253.82,1,1/1/25 20:07,82,9999,396
336,Italy,Female,26,7,130072.29,4,0,0,226333.06,0,1/3/25 5:18,60,9999,553
337,France,Female,20,3,0,3,0,1,24848.25,1,1/23/25 15:18,109,9999,457
338,France,Male,57,10,0,1,0,0,33657.27,1,1/8/25 7:07,77,9999,380
339,Germany,Male,23,7,0,2,0,0,10542.44,1,1/18/25 12:30,111,9999,653
340,Italy,Female,26,10,130072.29,1,0,1,128920.49,1,1/13/25 17:09,96,9999,401
341,Italy,Male,25,7,130072.29,4,0,0,52251.34,0,1/10/25 7:40,66,9999,303
342,France,Female,46,5,130072.29,3,1,1,144104.55,0,1/6/25 20:01,58,9999,369
343,Italy,Male,26,0,0,4,1,0,223609.46,1,1/7/25 9:25,57,9999,410
344,Spain,Female,50,1,0,1,0,1,85121.21,1,1/30/25 7:36,108,9999,657
345,France,Female,19,3,0,3,1,0,6310.06,1,1/13/25 14:03,118,9999,365
346,Italy,Female,21,3,0,2,0,0,223017.38,0,2/2/25 10:03,94,9999,324
347,Spain,Male,28,1,0,4,0,1,157361.49,1,1/4/25 17:00,82,9999,362
348,France,Male,84,8,130072.29,3,0,0,54367.92,1,1/21/25 23:01,87,9999,669
349,Italy,Female,19,1,130072.29,1,0,0,174628.23,1,1/20/25 21:51,112,9999,671
350,France,Male,18,5,130072.29,2,1,1,160040.91,0,1/9/25 19:57,61,9999,353
351,Italy,Male,20,4,0,1,0,1,98130,1,1/15/25 7:29,116,9999,589
352,Germany,Male,29,3,0,1,0,1,56975.31,1,1/24/25 18:03,78,9999,503
353,Germany,Male,25,5,0,2,0,0,248144.3,1,1/30/25 18:03,71,9999,476
354,Spain,Male,58,3,0,3,1,0,162539.93,1,1/13/25 8:49,83,9999,361
355,France,Male,19,8,0,3,0,1,5428.2,1,2/2/25 1:11,119,9999,348
356,Italy,Male,21,10,130072.29,2,1,0,35770.35,1,1/24/25 2:06,88,9999,402
357,Germany,Male,23,9,130072.29,2,1,1,65616.48,0,1/18/25 15:16,65,9999,598
358,Italy,Male,29,6,0,1,0,1,204218.61,1,1/27/25 9:38,80,9999,651
359,France,Male,30,2,0,1,1,1,121289.29,1,1/17/25 21:06,98,9999,633
360,France,Male,20,9,0,4,0,0,19730.92,1,1/31/25 12:42,93,9999,615
361,Italy,Male,83,3,0,2,0,0,69947.81,1,1/23/25 5:53,95,9999,587
362,Italy,Male,24,0,130072.29,4,0,0,245275.19,1,1/18/25 0:41,50,9999,443
363,Spain,Female,33,5,130072.29,2,0,1,193127.92,1,1/27/25 10:18,93,9999,559
364,Spain,Female,27,1,0,4,1,0,6141.51,1,1/13/25 11:58,95,9999,412
365,Italy,Male,22,3,0,1,1,0,210481.53,1,1/26/25 6:02,102,9999,457
366,Italy,Male,62,4,0,1,1,1,52105.63,1,1/21/25 1:15,82,9999,694
367,Italy,Male,56,7,130072.29,3,0,0,86039.71,1,1/13/25 17:36,94,9999,418
368,Spain,Female,25,2,0,4,0,1,34005.16,0,1/6/25 22:22,113,9999,410
369,Italy,Female,28,5,0,2,1,1,7591.86,1,2/1/25 0:07,52,9999,317
370,Germany,Male,22,0,0,4,0,1,128482.79,1,1/8/25 11:29,73,9999,538
371,Italy,Male,30,8,0,1,1,0,75066.62,1,1/23/25 15:07,80,9999,647
372,France,Male,23,0,0,3,0,0,93240.73,1,1/28/25 16:40,120,9999,526
373,Italy,Male,62,1,0,4,1,1,46403.78,1,1/29/25 6:24,89,9999,553
374,Germany,Male,22,0,0,1,0,1,202580.91,0,1/27/25 23:03,99,9999,653
375,Italy,Female,18,7,0,2,1,1,47503.56,0,1/29/25 2:35,64,9999,633
376,France,Male,22,3,0,3,0,0,131738.1,1,1/6/25 1:14,70,9999,641
377,Italy,Female,21,1,0,1,1,0,119998.88,1,1/30/25 4:40,70,9999,384
378,Germany,Male,27,6,130072.29,2,0,0,230332.96,1,1/24/25 14:12,109,9999,444
379,Spain,Male,21,7,0,4,0,0,246994.61,1,1/7/25 12:42,114,9999,650
380,Italy,Female,44,8,0,2,0,1,226910.33,1,1/17/25 0:24,70,9999,377
381,Spain,Female,22,4,0,2,1,1,184714.29,1,1/28/25 0:12,104,9999,282
382,France,Male,32,2,0,2,0,1,110520.74,1,1/18/25 8:10,118,9999,425
383,Italy,Female,28,0,0,3,0,1,36985.33,1,1/9/25 12:12,75,9999,692
384,Italy,Male,93,7,130072.29,1,1,0,218123.75,1,1/5/25 2:25,104,9999,620
385,Italy,Female,95,5,0,1,1,1,180481.19,0,1/7/25 7:24,95,9999,624
386,Germany,Female,67,4,130072.29,2,0,0,37290.38,1,1/11/25 17:28,111,9999,271
387,Germany,Male,43,6,130072.29,4,1,0,26568.84,0,1/9/25 22:55,119,9999,487
388,Italy,Male,25,4,130072.29,4,1,1,170202.89,1,1/25/25 1:18,103,9999,407
389,France,Female,42,10,0,1,0,0,226950.02,1,1/24/25 14:24,53,9999,287
390,Germany,Male,86,3,0,4,0,1,57392.74,1,1/1/25 16:52,94,9999,479
391,Spain,Female,18,4,130072.29,2,0,0,105937.95,1,1/9/25 14:02,103,9999,614
392,France,Female,27,10,0,1,0,1,241286.88,0,1/7/25 19:59,102,9999,300
393,Spain,Male,22,6,0,1,1,1,236766.78,0,1/11/25 17:57,93,9999,687
394,France,Female,28,10,130072.29,4,0,0,176180.81,1,1/12/25 7:15,85,9999,513
395,Italy,Male,26,5,130072.29,1,1,1,121144.21,1,1/28/25 5:35,83,9999,532
396,Germany,Male,28,9,0,3,1,0,96357.35,1,2/2/25 6:33,101,9999,276
397,Italy,Female,28,9,0,2,1,1,100806.52,1,1/22/25 2:55,55,9999,475
398,Italy,Male,87,10,0,3,0,0,128695.88,1,1/16/25 15:38,87,9999,526
399,Italy,Female,28,8,0,1,1,1,173483.36,1,1/1/25 6:11,82,9999,535
400,Germany,Female,62,9,0,4,0,0,130170.14,1,1/28/25 5:48,104,9999,346
401,Germany,Male,23,1,130072.29,3,0,0,61281.42,1,2/1/25 3:00,72,9999,533
402,Italy,Male,26,6,130072.29,3,1,1,189510.17,1,1/9/25 15:36,93,9999,616
403,Italy,Female,26,0,130072.29,3,0,0,115961.48,1,2/1/25 7:22,77,9999,697
404,Italy,Male,23,7,0,4,1,1,145413.43,1,1/20/25 13:02,113,9999,566
405,France,Female,25,3,0,4,0,1,195131.84,1,1/15/25 11:50,97,9999,553
406,Italy,Female,29,7,130072.29,1,0,0,99083.16,1,1/30/25 10:46,108,9999,396
407,Germany,Female,28,7,130072.29,4,1,1,232811.67,0,1/16/25 0:19,108,9999,253
408,Italy,Female,29,3,130072.29,3,1,0,129970.56,1,1/27/25 13:02,92,9999,284
409,Italy,Female,24,3,0,1,0,1,177417.59,1,1/19/25 18:39,92,9999,441
410,Italy,Male,23,4,130072.29,4,1,0,190006.69,0,2/1/25 22:26,62,9999,298
411,Italy,Female,29,6,0,2,1,0,94238.81,0,2/1/25 15:26,92,9999,266
412,Spain,Female,20,5,130072.29,4,0,1,68238.05,0,1/5/25 8:34,62,9999,421
413,Italy,Female,22,0,130072.29,4,0,0,231222.47,1,2/3/25 17:30,84,9999,469
414,Italy,Female,18,5,0,1,1,0,81804.99,1,1/28/25 11:47,60,9999,407
415,Italy,Female,19,2,130072.29,1,0,1,31834.43,1,2/3/25 1:03,70,9999,295
416,Italy,Female,22,8,0,1,0,0,126460.23,1,1/22/25 20:08,75,9999,622
417,Italy,Male,18,2,130072.29,2,0,1,207046.8,1,1/26/25 10:20,99,9999,255
418,Italy,Male,22,8,130072.29,2,0,0,74096.4,1,2/1/25 8:51,98,9999,348
419,France,Female,30,4,130072.29,4,1,1,125970.98,0,1/27/25 7:06,62,9999,629
420,France,Female,19,9,0,4,1,0,93578.08,1,2/2/25 16:23,88,9999,482
421,Italy,Female,26,7,0,1,1,1,11041.58,1,1/21/25 22:04,104,9999,286
422,Italy,Male,77,8,130072.29,1,1,1,38705.65,0,1/27/25 23:04,56,9999,529
423,Spain,Female,50,8,0,2,0,1,200268.68,1,1/10/25 20:00,92,9999,598
424,Italy,Female,23,6,130072.29,2,0,0,233957.49,1,1/6/25 11:40,91,9999,551
425,Italy,Female,79,9,130072.29,1,0,0,6050.73,1,1/20/25 11:51,107,9999,430
426,Italy,Female,24,0,130072.29,4,0,0,215991.83,1,1/2/25 15:12,61,9999,344
427,Italy,Female,19,7,130072.29,2,1,1,182348.84,1,1/22/25 13:13,62,9999,348
428,Germany,Female,94,6,0,1,0,0,172793.03,1,1/17/25 22:40,61,9999,437
429,Italy,Male,67,3,0,1,1,1,110357.84,1,2/2/25 17:20,87,9999,365
430,Germany,Female,26,5,130072.29,1,1,0,86235.98,1,2/1/25 4:15,52,9999,440
431,Italy,Female,30,9,130072.29,2,0,0,105605.84,1,1/11/25 14:27,111,9999,502
432,Italy,Female,30,1,130072.29,4,0,0,152358.88,1,1/29/25 2:50,80,9999,665
433,Germany,Female,21,3,0,2,0,1,236952.39,0,1/12/25 5:58,86,9999,410
434,Italy,Female,21,7,130072.29,4,0,0,55708.35,1,1/28/25 6:46,73,9999,505
435,France,Female,26,3,130072.29,2,0,0,243550.98,1,1/20/25 23:52,117,9999,572
436,Italy,Female,76,9,0,1,0,0,62053.29,1,1/23/25 14:34,113,9999,377
437,Germany,Female,18,3,130072.29,1,1,0,212213.56,1,1/23/25 22:31,65,9999,267
438,Italy,Female,48,3,130072.29,3,0,0,166707.11,1,2/2/25 6:24,67,9999,530
439,Spain,Male,19,9,130072.29,1,1,1,187535.01,1,1/30/25 1:33,117,9999,472
440,Italy,Male,26,8,130072.29,4,1,0,208737.69,1,1/13/25 23:31,89,9999,303
441,Spain,Male,29,10,0,1,1,1,7880.81,1,1/24/25 16:35,107,9999,307
442,Italy,Female,30,1,0,3,1,1,182425.2,1,1/23/25 10:18,94,9999,572
443,Germany,Male,19,6,0,1,1,1,248943.72,1,1/11/25 21:17,102,9999,609
444,Italy,Male,25,2,0,1,0,1,126179.09,1,1/8/25 3:58,76,9999,423
445,Spain,Male,28,3,0,2,0,0,137761.18,1,1/19/25 8:59,85,9999,529
446,Italy,Male,19,0,0,4,0,0,30966.59,1,1/27/25 15:40,117,9999,363
447,Italy,Female,20,2,130072.29,3,1,1,88488.23,0,1/15/25 20:13,62,9999,537
448,Italy,Male,30,1,0,2,1,1,155064.27,1,1/9/25 2:26,100,9999,680
449,Italy,Male,27,9,130072.29,3,1,0,34393,1,1/17/25 9:49,97,9999,591
450,Italy,Female,21,6,0,1,0,1,86672.53,1,1/10/25 20:31,109,9999,400
451,Spain,Male,27,5,0,3,0,1,90236.79,1,1/8/25 3:59,119,9999,699
452,Spain,Female,77,0,0,2,0,1,204156.78,1,1/23/25 8:15,100,9999,376
453,Italy,Male,18,10,130072.29,1,0,0,136724.55,0,1/23/25 5:04,63,9999,404
454,Spain,Male,29,7,0,2,0,0,140839.96,1,1/18/25 15:10,92,9999,635
455,France,Male,19,8,0,4,0,1,74160.87,1,1/25/25 1:10,52,9999,522
456,Italy,Female,18,0,0,4,0,0,81789.57,1,1/4/25 23:12,74,9999,353
457,Germany,Male,20,4,0,4,0,0,115544.3,1,1/21/25 6:47,83,9999,666
458,France,Male,25,6,130072.29,3,0,0,205140.05,0,2/1/25 1:56,119,9999,642
459,Spain,Female,53,1,130072.29,4,0,0,82650.27,1,1/18/25 6:35,105,9999,548
460,Italy,Male,23,5,0,3,1,0,83766.46,1,1/15/25 6:41,114,9999,495
461,France,Male,29,7,0,3,1,0,144416.32,1,1/8/25 7:59,109,9999,425
462,Italy,Male,25,7,0,2,1,1,210746.04,1,1/20/25 9:44,97,9999,288
463,Italy,Male,22,9,130072.29,1,0,1,128452.12,0,1/22/25 18:31,68,9999,419
464,Italy,Male,27,9,0,1,0,0,36454.4,1,1/30/25 1:06,84,9999,496
465,Spain,Female,52,7,130072.29,2,0,0,229258.22,0,1/28/25 3:16,82,9999,275
466,Germany,Female,59,5,130072.29,4,0,0,120416.24,1,1/13/25 4:18,91,9999,604
467,Germany,Female,62,5,0,2,1,0,194581.61,1,1/24/25 13:32,103,9999,555
468,France,Male,24,10,130072.29,2,0,1,15614.89,1,2/3/25 3:56,88,9999,658
469,Italy,Male,51,2,0,1,0,1,209873.92,1,1/7/25 7:55,113,9999,657
470,Italy,Male,21,1,0,3,1,0,19292.67,1,1/4/25 9:57,87,9999,262
471,Italy,Male,39,4,0,2,1,0,242057.82,1,1/5/25 4:58,87,9999,565
472,Italy,Male,84,8,0,2,0,1,223156.44,1,1/13/25 9:15,101,9999,640
473,Germany,Female,18,3,130072.29,3,0,1,70314.45,1,1/25/25 20:23,96,9999,562
474,France,Female,26,4,130072.29,1,1,0,59766.2,1,1/1/25 21:53,114,9999,285
475,Italy,Female,30,5,130072.29,4,1,1,196923.43,1,1/18/25 7:13,91,9999,422
476,Italy,Male,31,10,0,2,1,0,42151.89,1,1/2/25 14:53,104,9999,269
477,Italy,Female,21,5,0,4,1,0,217731.28,1,2/3/25 23:43,108,9999,570
478,Italy,Female,89,3,0,4,0,0,12818.64,0,1/19/25 1:43,115,9999,513
479,Spain,Female,29,3,130072.29,2,0,0,164645.57,1,1/8/25 18:15,103,9999,649
480,France,Female,21,7,0,4,0,0,68715.76,1,1/17/25 12:41,100,9999,391
481,Germany,Male,18,4,0,2,1,1,211432.11,1,1/14/25 10:57,72,9999,620
482,Italy,Male,49,10,0,3,0,1,97379.53,1,1/25/25 17:30,60,9999,392
483,Italy,Female,19,4,0,3,0,1,111009.26,1,1/9/25 8:39,85,9999,341
484,Italy,Female,20,8,0,3,1,1,40660.19,1,2/1/25 11:27,105,9999,603
485,Spain,Female,28,3,0,3,0,1,158431.81,1,1/13/25 18:05,91,9999,571
486,Germany,Female,29,6,0,1,1,1,120311.35,1,1/24/25 12:16,62,9999,537
487,Italy,Female,30,4,0,3,1,0,7129.54,1,1/12/25 6:19,101,9999,464
488,France,Female,25,8,0,2,0,1,184059.57,1,1/24/25 20:27,79,9999,696
489,Italy,Female,47,7,130072.29,2,0,0,36377.35,1,1/25/25 2:54,61,9999,591
490,France,Female,90,7,0,2,0,0,133904.07,1,1/23/25 5:28,70,9999,300
491,Spain,Female,23,9,0,4,1,1,137074.58,1,1/11/25 23:37,61,9999,402
492,France,Male,31,9,130072.29,2,1,1,78349.35,1,1/7/25 10:30,111,9999,435
493,France,Female,80,2,0,1,1,0,61015.66,1,1/31/25 15:17,88,9999,312
494,Italy,Male,30,8,130072.29,1,0,1,81280.73,1,1/9/25 16:29,93,9999,439
495,Italy,Male,30,7,0,1,1,0,102512.16,0,1/1/25 17:09,53,9999,374
496,Italy,Female,22,2,0,1,1,0,233897.33,1,1/24/25 8:52,80,9999,399
497,Italy,Female,27,9,0,1,1,0,168953.76,1,1/30/25 7:42,73,9999,563
498,Germany,Male,28,0,130072.29,1,0,0,241528.82,1,1/19/25 14:07,91,9999,307
499,Germany,Male,31,4,0,3,1,1,25817.96,1,1/4/25 22:02,98,9999,591
500,Italy,Female,95,3,0,1,1,0,16144.05,1,1/14/25 20:45,69,9999,554
501,Germany,Male,18,7,0,4,1,0,19314.23,1,1/11/25 13:52,57,9999,429
502,Italy,Female,19,5,0,1,0,0,215506.38,1,1/12/25 3:28,82,9999,419
503,Italy,Female,19,9,0,2,0,0,209406.39,1,1/12/25 7:15,117,9999,575
504,Italy,Male,40,4,0,2,0,1,112315.97,1,1/21/25 3:14,87,9999,520
505,Italy,Female,20,8,130072.29,4,1,0,111693.36,1,1/22/25 19:40,85,9999,303
506,Italy,Male,29,5,0,1,0,0,109723.57,1,1/28/25 1:47,97,9999,693
507,Italy,Female,24,10,130072.29,3,0,0,236398.17,1,1/22/25 8:21,57,9999,350
508,Italy,Female,26,10,0,3,0,0,69155.76,1,1/17/25 3:53,109,9999,513
509,Spain,Male,22,10,0,3,1,0,181000.8,1,1/17/25 9:20,73,9999,302
510,Italy,Male,66,10,130072.29,3,0,0,31928.66,1,1/18/25 6:10,66,9999,309
511,Italy,Female,28,2,130072.29,1,0,1,69074.26,1,1/15/25 19:58,114,9999,357
512,Italy,Female,83,5,0,4,1,1,151597.59,1,1/12/25 19:55,88,9999,254
513,France,Male,28,10,0,3,1,1,151422.86,1,1/21/25 4:42,104,9999,352
514,Italy,Female,20,3,130072.29,1,0,0,140634.73,1,1/13/25 8:27,110,9999,445
515,Germany,Male,21,4,130072.29,1,1,1,35257.07,0,2/1/25 3:44,80,9999,511
516,France,Male,93,5,130072.29,1,1,1,189900.21,0,1/7/25 20:11,77,9999,614
517,France,Male,36,8,130072.29,1,1,1,179224.79,1,1/10/25 10:31,81,9999,621
518,France,Female,18,2,0,1,1,1,171830.49,1,1/23/25 3:06,56,9999,599
519,Italy,Male,31,0,130072.29,2,0,1,36683.37,1,1/8/25 21:23,63,9999,296
520,Italy,Female,25,1,0,1,1,1,59111.2,1,1/30/25 13:15,103,9999,604
521,Italy,Male,23,7,0,1,0,0,228135.61,1,1/15/25 7:06,119,9999,560
522,France,Female,20,3,130072.29,1,0,0,123244.06,0,1/4/25 3:22,100,9999,673
523,Italy,Female,61,6,0,2,1,1,107397.82,1,1/23/25 4:52,79,9999,557
524,Italy,Male,19,1,0,2,0,0,218772.08,1,1/31/25 21:58,79,9999,393
525,Spain,Male,23,10,0,4,1,1,77242.1,1,1/31/25 9:50,65,9999,518
526,Italy,Male,23,9,130072.29,4,0,1,207393.01,1,1/5/25 5:40,72,9999,619
527,Germany,Female,20,7,0,1,1,0,113166.15,1,1/26/25 14:52,80,9999,373
528,Germany,Female,27,9,0,3,1,1,157268.7,0,1/8/25 6:32,61,9999,355
529,Italy,Female,18,8,0,1,0,1,94383.5,1,1/19/25 3:40,52,9999,407
530,Italy,Male,23,6,0,4,1,0,229509.01,1,1/19/25 5:37,116,9999,396
531,Italy,Male,81,9,130072.29,3,1,0,31021.31,1,1/23/25 1:03,87,9999,394
532,France,Male,23,10,0,3,0,0,58203.77,1,1/21/25 3:10,65,9999,369
533,France,Male,24,0,0,4,1,0,54639.91,1,1/6/25 21:01,53,9999,568
534,Germany,Male,26,1,0,1,1,1,68764.08,1,1/29/25 2:39,69,9999,524
535,Spain,Female,28,8,0,4,1,1,116329.35,1,1/27/25 14:55,94,9999,341
536,France,Male,54,9,0,3,0,0,33625.41,1,1/21/25 5:22,62,9999,307
537,Italy,Female,21,6,0,2,0,0,14518.91,1,1/21/25 2:55,51,9999,688
538,Italy,Male,68,10,0,1,1,1,143655.56,1,1/9/25 7:18,80,9999,595
539,Germany,Male,43,2,0,4,1,1,128018.55,1,1/15/25 14:08,77,9999,478
540,Italy,Male,35,4,130072.29,4,1,1,88461.46,1,1/2/25 8:50,108,9999,366
541,Italy,Male,19,0,130072.29,4,0,1,46821.97,1,1/16/25 10:13,60,9999,567
542,Germany,Male,18,9,0,2,0,0,33755,1,1/12/25 13:02,84,9999,528
543,Italy,Female,29,2,0,2,1,1,222810.79,1,1/22/25 2:42,98,9999,376
544,Spain,Male,66,10,0,1,0,0,111450.76,1,1/30/25 9:04,93,9999,642
545,France,Female,28,3,130072.29,1,0,1,238358.75,1,1/12/25 0:17,107,9999,645
546,Italy,Female,21,3,0,1,0,0,84695.52,1,1/16/25 1:58,100,9999,378
547,Spain,Female,19,6,0,4,1,1,155104.01,1,1/25/25 20:41,66,9999,307
548,Italy,Female,30,4,130072.29,2,0,0,144035.56,1,1/8/25 21:18,53,9999,371
549,Italy,Male,35,8,0,1,0,0,44826.06,1,2/3/25 17:12,82,9999,250
550,Italy,Male,21,6,0,2,1,0,125982.45,1,1/20/25 16:07,111,9999,488
551,Italy,Male,18,1,0,3,1,0,123749.55,1,1/5/25 11:09,92,9999,539
552,Italy,Male,25,10,0,1,1,0,129067.37,0,1/29/25 1:07,91,9999,345
553,Italy,Male,28,10,0,2,1,1,78977.7,1,1/21/25 9:02,100,9999,375
554,Italy,Female,32,7,130072.29,1,1,1,64510.68,1,1/31/25 13:48,87,9999,367
555,Italy,Male,54,10,0,2,0,1,105571.62,1,1/12/25 22:29,92,9999,297
556,Germany,Male,29,1,130072.29,2,0,1,231075.22,1,1/4/25 11:48,97,9999,338
557,Germany,Female,20,6,130072.29,4,0,1,144500.45,1,1/11/25 8:50,91,9999,486
558,Italy,Male,30,4,130072.29,3,1,1,119811.93,1,2/1/25 3:13,106,9999,622
559,Italy,Male,92,9,130072.29,1,0,1,52897.79,1,2/2/25 0:05,103,9999,634
560,Italy,Female,75,5,130072.29,2,1,0,231897.67,1,1/6/25 4:49,66,9999,521
561,Italy,Male,68,10,0,1,1,0,166622.48,1,1/15/25 14:10,100,9999,438
562,Germany,Female,23,3,0,2,0,1,247202.35,1,1/4/25 12:47,58,9999,441
563,Germany,Female,42,4,130072.29,3,1,0,46355.88,0,2/1/25 11:13,57,9999,696
564,Italy,Male,63,4,0,2,0,0,100638.13,1,2/3/25 1:47,112,9999,318
565,Italy,Female,30,6,0,2,0,0,86508.28,1,1/9/25 11:39,105,9999,527
566,Italy,Male,22,10,0,1,0,0,86385.15,1,1/18/25 23:58,119,9999,598
567,France,Male,85,3,130072.29,3,0,1,13059.71,0,1/24/25 15:52,58,9999,496
568,Italy,Male,26,4,130072.29,2,0,1,136816.68,0,1/8/25 9:32,54,9999,700
569,Spain,Female,20,3,0,1,0,1,154159.69,1,1/5/25 18:19,113,9999,325
570,Germany,Female,20,3,0,2,0,1,16555.26,1,1/22/25 23:27,101,9999,403
571,Italy,Female,30,7,0,1,0,0,220558.27,1,1/3/25 10:27,84,9999,393
572,France,Female,26,10,130072.29,3,0,1,54343.76,1,1/1/25 11:32,109,9999,684
573,Spain,Female,19,4,0,4,0,0,41168.19,1,1/19/25 7:01,88,9999,335
574,France,Female,39,8,0,3,1,1,49151.98,1,1/4/25 9:36,55,9999,434
575,Italy,Female,52,4,0,1,1,0,108313.62,1,1/12/25 6:14,70,9999,534
576,Italy,Female,36,7,130072.29,3,0,0,25182.18,1,1/30/25 22:16,85,9999,469
577,Germany,Female,21,2,130072.29,1,1,0,206844.12,1,1/14/25 0:12,67,9999,318
578,France,Female,30,6,0,1,0,0,171597.74,1,1/9/25 15:53,50,9999,296
579,France,Female,18,0,130072.29,3,0,1,120683.12,1,1/12/25 14:09,66,9999,343
580,Spain,Male,23,4,0,4,0,1,127651.33,0,1/3/25 9:34,118,9999,487
581,Spain,Female,25,1,0,3,1,0,104474.54,1,1/11/25 7:45,55,9999,695
582,Spain,Male,60,7,0,1,1,1,180325.3,1,1/31/25 8:44,107,9999,453
583,Italy,Male,25,5,0,4,1,1,238531.72,1,2/3/25 0:44,94,9999,649
584,France,Male,18,4,0,1,0,1,140606.06,1,1/10/25 10:57,97,9999,467
585,Germany,Male,24,2,0,4,0,0,143033.06,1,1/21/25 2:08,99,9999,681
586,Germany,Female,27,0,0,3,1,0,132963.57,0,1/22/25 6:38,105,9999,590
587,France,Male,84,9,0,3,1,0,227979.22,1,1/21/25 21:14,58,9999,288
588,Italy,Male,83,9,0,1,0,0,160776.83,1,1/2/25 7:37,111,9999,349
589,Germany,Male,21,9,0,4,0,0,219249.31,0,2/3/25 10:26,80,9999,538
590,Germany,Female,21,10,0,1,0,0,148185.82,1,2/3/25 0:15,114,9999,503
591,Italy,Male,21,9,130072.29,4,1,0,176063.04,1,2/2/25 17:25,110,9999,471
592,Italy,Male,50,7,0,1,1,0,165633.26,1,1/29/25 17:55,59,9999,606
593,Italy,Female,18,10,130072.29,3,1,0,112973.52,1,2/1/25 3:27,102,9999,272
594,Italy,Female,20,4,0,2,1,1,38624.17,1,1/5/25 13:30,113,9999,499
595,Italy,Female,27,8,130072.29,1,1,0,108365.12,1,1/8/25 10:06,113,9999,259
596,Italy,Female,22,10,0,2,0,1,218642.74,1,1/26/25 21:03,99,9999,495
597,France,Female,19,6,0,3,0,0,165688.33,1,1/16/25 5:41,114,9999,574
598,France,Female,24,0,130072.29,2,0,0,236167.87,0,1/10/25 21:34,63,9999,349
599,France,Female,23,10,0,4,1,1,73285.01,1,1/30/25 20:11,72,9999,539
600,Germany,Female,27,0,0,2,1,0,120588.09,1,2/3/25 4:34,77,9999,429
601,Italy,Female,91,6,130072.29,1,1,0,187113.06,1,1/8/25 9:55,107,9999,472
