CUSTOMERID,CREDITSCORE,GEOGRAPHY,GENDER,AGE,TENURE,BALANCE,NUMOFPRODUCTS,HASCRCARD,ISACTIVEMEMBER,ESTIMATEDSALARY,EXITED,TRANSACTIONTIMESTAMP,DEBTTOINCOME
278,674,France,Female,29,5,171872.22,3,1,0,137165.57504698908,1,2025-01-12 19:22:37,53
279,381,Germany,Female,60,7,49929.88,2,0,0,78167.36788664723,0,2025-02-01 06:35:37,80
280,672,France,Female,36,0,189182.2,2,0,0,62648.03622619125,0,2025-01-08 23:11:37,55
281,510,France,Female,94,2,227943.54,1,0,1,83255.63269425405,0,2025-01-13 02:47:37,99
282,445,Spain,Male,85,0,110466.78,2,1,0,113228.66816008431,1,2025-01-24 14:22:37,93
283,327,France,Female,95,4,61155.52,5,1,0,44393.97939698688,0,2025-01-20 14:40:37,60
284,727,France,Male,76,7,99794.18,4,1,1,200640.857893636,0,2025-01-07 07:12:37,53
285,808,France,Male,19,3,62519.37,2,0,1,155369.10334077242,0,2025-01-23 06:41:37,44
286,681,France,Male,25,10,309.84,4,1,1,18126.975550041847,1,2025-01-29 03:04:37,76
287,799,France,Female,39,8,162614.15,3,0,0,67199.23703330327,0,2025-01-28 19:53:37,84
288,791,Spain,Female,94,5,10631.66,1,1,0,22032.538561908696,0,2025-01-17 06:49:37,95
289,312,France,Female,38,5,52597.69,3,0,0,54840.10983349566,0,2025-01-28 02:48:37,41
290,286,France,Male,46,10,180612.39,3,0,1,68352.74656798405,0,2025-01-05 19:26:37,79
291,607,France,Male,92,4,166431.25,3,0,0,167026.7071118961,0,2025-01-19 18:05:37,73
292,778,France,Female,92,9,18332.23,2,0,1,155528.51742946386,0,2025-01-25 23:53:37,41
293,681,France,Female,54,4,165013.69,1,1,0,18730.967606912647,0,2025-01-31 18:07:37,80
294,758,France,Male,95,10,232643.72,5,0,0,132391.5225280172,1,2025-01-05 03:35:37,85
295,424,France,Male,46,6,18625.62,3,1,1,221517.03405689768,0,2025-01-07 02:15:37,64
296,364,France,Male,54,7,103922.06,2,1,0,142316.7118850767,0,2025-01-21 00:00:37,91
297,608,France,Female,38,6,182358.47,1,1,1,203100.43223604577,0,2025-02-01 17:59:37,88
298,322,France,Male,29,0,166930.75,2,1,1,80775.83860607905,0,2025-01-09 06:57:37,83
299,456,France,Male,65,0,56627.64,3,0,0,98543.53285740601,0,2025-01-26 00:31:37,29
300,411,France,Male,64,9,40766.82,2,0,1,123568.10011530729,1,2025-01-25 06:04:37,86
301,431,France,Female,32,5,196061.75,1,1,1,212074.6886550676,0,2025-01-14 20:11:37,30
302,571,France,Female,84,2,239061.16,1,0,0,79941.50137552117,0,2025-01-25 15:03:37,47
303,631,Spain,Female,30,8,191895.87,4,0,1,187278.41185395909,0,2025-01-18 02:45:37,24
304,560,France,Male,76,10,240801.12,5,0,1,112498.3545353587,0,2025-01-17 13:58:37,31
305,334,Germany,Male,90,6,151248.86,3,1,0,61009.92165404192,0,2025-02-03 02:43:37,63
306,722,Germany,Male,30,1,232274.72,1,1,0,32522.588321137497,1,2025-01-12 03:22:37,48
307,536,France,Male,95,2,172608.92,3,0,1,49686.79521795083,0,2025-01-12 08:20:37,97
308,329,France,Female,89,7,227221.19,1,0,0,18621.673840996973,1,2025-01-30 03:48:37,55
309,285,Spain,Male,36,0,40397.24,3,0,1,163712.30577109798,0,2025-01-26 04:53:37,54
310,383,France,Male,74,4,203891.3,1,1,0,103718.7395689984,0,2025-01-22 12:55:37,27
311,468,France,Female,49,9,49186.45,3,1,1,158722.92438029588,0,2025-01-26 12:59:37,35
312,616,Germany,Male,38,0,6857.28,2,1,0,165672.74435708873,0,2025-02-03 18:42:37,62
313,336,France,Male,31,8,129396.53,4,1,0,223488.28361751066,0,2025-01-20 00:09:37,88
314,529,France,Male,41,6,79562.95,3,0,1,33039.255175138176,0,2025-01-09 22:08:37,35
315,645,Spain,Female,66,4,10882.84,4,1,1,47819.43645449761,0,2025-01-06 12:45:37,75
316,388,France,Male,49,5,245076.09,3,0,1,130121.98938526327,0,2025-01-11 07:54:37,60
317,375,Germany,Female,92,10,166616.52,1,1,1,40499.4254252068,1,2025-01-06 07:44:37,96
318,330,France,Male,28,2,225453.04,1,1,1,32300.91359969064,0,2025-01-06 19:24:37,27
319,620,France,Female,77,2,249770.65,3,0,0,143246.88755183274,0,2025-01-19 20:28:37,73
320,743,Spain,Female,85,6,97991.68,1,0,1,175334.68150472615,0,2025-01-24 07:27:37,24
321,392,France,Female,78,6,63684.26,4,1,1,189548.1182410881,0,2025-01-28 16:54:37,28
322,412,France,Male,22,6,45971.1,2,1,0,213942.7817851639,0,2025-02-04 00:36:37,85
323,676,France,Male,53,1,128796.78,3,0,0,111156.00257100949,0,2025-01-23 17:59:37,90
324,341,France,Female,81,1,151520.19,1,1,1,197823.98583644902,1,2025-02-02 05:04:37,49
325,776,Germany,Female,95,10,118105.68,1,1,1,18484.973531095347,0,2025-01-28 18:04:37,84
326,361,France,Male,49,4,96813.0,3,1,1,192321.81750863456,1,2025-01-21 21:18:37,49
327,386,France,Female,88,3,42068.14,3,0,1,81785.78955533032,0,2025-01-09 03:00:37,66
328,765,France,Male,91,6,110464.91,3,1,1,194435.9981389071,0,2025-01-25 03:07:37,50
329,510,France,Male,83,2,21310.78,3,0,1,52431.43942394421,0,2025-02-03 12:37:37,79
330,549,France,Female,27,4,216261.94,4,1,1,171267.20950198654,0,2025-01-20 12:45:37,94
331,453,France,Female,38,1,11725.66,4,1,1,99746.39131988931,0,2025-01-20 00:49:37,99
332,728,France,Male,57,0,95161.52,3,1,0,96876.95098831903,0,2025-01-20 12:48:37,28
333,532,France,Male,59,8,25034.47,4,0,0,23711.562944418394,0,2025-01-20 08:58:37,95
334,327,France,Male,89,3,193745.12,1,0,1,137523.35892341915,0,2025-01-12 05:50:37,73
335,411,Spain,Female,63,7,78184.24,4,0,1,51619.2835077947,0,2025-01-29 04:26:37,80
336,721,France,Male,90,6,28276.4,4,0,0,107596.83590236647,0,2025-01-07 19:52:37,83
337,348,Spain,Female,58,0,132872.82,1,1,0,40495.41480999423,1,2025-01-23 20:15:37,99
338,549,Spain,Female,21,9,229069.25,4,0,1,146988.75136020352,0,2025-01-09 19:22:37,25
339,506,France,Male,31,10,227161.22,3,1,1,60151.6430443385,0,2025-01-14 23:15:37,64
340,343,Germany,Female,31,6,62412.76,4,0,0,131519.95115613216,0,2025-01-10 01:59:37,84
341,300,France,Female,70,1,179914.92,4,1,0,185456.3679320755,0,2025-01-13 13:20:37,96
342,362,Spain,Female,46,2,7571.05,4,1,1,220221.35842946774,0,2025-01-18 03:43:37,56
343,707,France,Female,40,0,32962.95,3,1,0,46627.398269898105,0,2025-01-18 14:21:37,92
344,456,France,Male,48,6,124868.09,3,0,0,28631.09232131883,1,2025-01-13 16:51:37,36
345,473,Germany,Male,88,2,57189.11,3,1,0,20909.883203223933,1,2025-01-26 16:50:37,44
346,739,Germany,Female,94,5,199565.46,2,0,0,179570.4959021409,0,2025-02-03 12:42:37,69
347,714,France,Female,78,6,232768.04,3,0,1,57056.76419695853,1,2025-02-02 18:20:37,90
348,614,France,Female,40,2,1083.33,1,1,1,65325.57263527422,0,2025-01-08 02:02:37,50
349,823,Germany,Female,25,1,58228.96,2,0,0,63504.630772825854,1,2025-01-21 04:46:37,51
350,567,France,Female,93,8,109888.34,4,0,1,185899.93496126373,0,2025-01-19 16:50:37,67
351,511,France,Male,33,8,140769.82,5,1,0,205870.00399319755,0,2025-01-26 15:20:37,36
352,624,France,Male,43,6,228975.69,4,0,1,179432.8468720771,0,2025-02-02 00:08:37,80
353,301,Spain,Male,46,4,222970.87,2,0,1,178120.75792472673,0,2025-01-28 03:39:37,76
354,801,Spain,Male,23,3,159292.52,2,0,1,131346.1938743432,0,2025-01-30 15:53:37,76
355,377,Germany,Female,54,3,64347.0,3,1,0,109479.16649870327,0,2025-01-28 20:01:37,89
356,435,France,Female,50,0,195821.95,3,0,0,167122.65087583783,1,2025-01-07 16:17:37,52
357,486,France,Male,63,3,50662.94,1,1,0,18458.586758908543,0,2025-01-18 12:41:37,38
358,707,France,Male,78,6,241293.08,4,1,1,21083.032768684843,0,2025-02-01 14:12:37,34
359,575,Spain,Male,58,4,1459.98,1,0,1,154346.33699537965,0,2025-01-30 07:29:37,54
360,803,France,Female,35,8,142442.63,4,1,1,72916.54412878044,1,2025-01-23 16:19:37,68
361,281,France,Female,33,3,22099.31,3,1,1,122984.07545407722,0,2025-01-27 06:22:37,55
362,616,France,Female,68,10,101899.88,1,0,1,160945.73633186074,0,2025-01-14 08:51:37,73
363,531,France,Male,54,2,158733.39,3,0,1,134498.32401696185,0,2025-01-21 08:16:37,55
364,784,France,Male,31,5,172399.62,2,0,0,181583.5692304712,0,2025-01-30 13:19:37,72
365,428,France,Female,85,3,196392.37,3,1,1,100650.62474599775,0,2025-01-21 14:14:37,79
366,727,Spain,Female,47,10,148331.93,4,0,1,68325.45813909292,0,2025-01-29 05:04:37,93
367,656,France,Female,77,1,62829.84,2,0,0,52903.041813688185,1,2025-01-07 10:39:37,63
368,808,France,Male,70,4,222313.31,3,1,0,41848.223689342936,0,2025-01-22 16:30:37,52
369,697,France,Female,53,3,202776.85,2,0,1,16955.343143223705,0,2025-01-19 23:28:37,63
370,540,France,Female,47,4,40013.08,3,0,1,22960.913750977226,0,2025-01-19 09:34:37,74
371,694,France,Male,81,8,206627.8,3,0,0,60530.132065776095,0,2025-01-21 13:13:37,93
372,452,Spain,Female,31,3,243161.13,4,1,0,64175.18037135123,0,2025-01-14 10:31:37,63
373,323,Germany,Female,40,5,159304.78,3,0,0,89965.23642235392,0,2025-01-10 21:20:37,70
374,538,France,Female,65,3,70451.31,3,1,0,128939.85206662095,0,2025-01-07 01:53:37,70
375,658,Spain,Female,45,0,151648.46,3,1,1,183510.76772466814,0,2025-01-17 07:31:37,26
376,296,France,Male,24,1,85633.77,4,0,0,55265.56655356379,0,2025-01-29 02:47:37,20
377,553,France,Female,59,5,168986.62,2,0,1,182092.48047643932,0,2025-01-26 22:00:37,32
378,532,France,Male,27,7,136199.99,1,0,1,40419.23122501268,0,2025-01-11 00:42:37,92
379,764,France,Female,85,8,232372.65,2,0,1,198787.41666599014,0,2025-01-08 12:24:37,67
380,295,Germany,Male,61,3,154477.14,4,1,0,69264.86576974625,0,2025-01-29 00:03:37,66
381,360,Spain,Female,30,5,53495.42,1,0,1,193000.67654082854,0,2025-01-27 04:45:37,66
382,671,Germany,Female,50,2,181277.47,2,1,0,44626.39404536041,1,2025-01-12 06:30:37,29
383,389,Germany,Male,49,8,75219.58,1,0,1,222223.32704993134,0,2025-01-28 06:56:37,45
384,455,France,Female,65,7,68097.74,1,0,0,185074.3629066988,0,2025-01-24 11:58:37,69
385,762,France,Female,22,0,97944.16,3,1,0,88530.77196048097,0,2025-01-19 07:48:37,66
386,777,France,Male,78,1,2999.17,2,1,1,101211.11760708464,0,2025-01-22 01:32:37,63
387,336,France,Female,20,9,242285.17,5,1,1,12466.716285803632,0,2025-01-23 03:09:37,20
388,671,France,Female,41,8,133082.78,2,0,0,56147.59140850147,0,2025-01-15 09:20:37,82
389,657,Spain,Female,51,9,193373.47,2,0,1,67841.803913448,0,2025-01-23 14:38:37,36
390,673,Spain,Female,59,2,64463.06,3,0,0,103284.68787797797,0,2025-01-09 07:20:37,36
391,544,France,Female,37,2,186654.53,4,1,1,39575.18082594681,0,2025-01-26 05:13:37,58
392,668,France,Male,58,9,141792.63,3,1,0,119708.86229436594,0,2025-01-24 02:14:37,62
393,729,France,Male,37,8,106036.04,2,1,1,131613.04167859658,1,2025-01-21 13:41:37,95
394,463,France,Female,23,2,242667.31,1,1,0,93962.0771318583,1,2025-01-05 15:32:37,60
395,387,Germany,Female,74,9,123460.93,1,0,1,58878.066375722876,1,2025-01-09 12:30:37,34
396,828,France,Male,59,10,164364.65,5,1,0,124178.89571429353,0,2025-01-17 11:57:37,20
397,374,France,Male,42,4,3835.55,1,0,0,15977.343081504,0,2025-01-05 07:44:37,77
398,462,Germany,Male,58,5,75363.8,3,1,0,83050.28376887625,0,2025-01-28 10:59:37,73
399,308,France,Male,58,2,222172.89,4,0,1,122545.53574506781,1,2025-01-27 11:38:37,94
400,621,France,Male,20,9,189739.77,1,0,1,73612.5866817127,0,2025-01-06 14:34:37,24
401,778,France,Male,60,7,134188.51,5,0,0,84651.19485149374,0,2025-01-06 20:55:37,81
402,542,France,Female,63,1,225039.93,2,0,1,174031.0064845236,0,2025-01-09 10:11:37,90
403,493,Germany,Female,74,5,121555.13,4,0,1,210365.2364785355,0,2025-01-13 12:09:37,65
404,529,France,Female,91,1,141626.77,2,0,1,184424.29096386905,1,2025-01-28 07:49:37,84
405,350,France,Female,68,8,95538.21,4,0,0,32497.71621790658,0,2025-01-07 17:59:37,47
406,599,France,Female,22,5,155010.01,1,1,0,62118.88020718123,0,2025-02-03 13:44:37,60
407,668,France,Male,90,8,79750.38,2,1,0,142437.71086329911,0,2025-01-18 22:50:37,42
408,282,France,Male,32,3,96373.04,4,1,1,226365.95952910627,0,2025-01-15 10:28:37,51
409,437,Spain,Male,56,2,241581.57,3,1,1,58565.12876441561,0,2025-01-16 04:29:37,77
410,679,France,Male,87,1,27827.17,1,1,1,209417.37288707634,0,2025-01-05 09:16:37,58
411,708,Spain,Male,55,7,26313.84,4,1,1,145248.9609728433,0,2025-02-01 09:05:37,52
412,502,France,Male,56,3,10829.0,4,0,0,224876.55063210972,0,2025-01-13 06:08:37,77
413,359,France,Female,69,1,80011.13,2,0,1,26973.966021410204,0,2025-02-01 04:15:37,51
414,530,Spain,Female,20,10,99557.31,2,0,1,90703.7445274881,0,2025-01-09 06:13:37,69
415,707,France,Male,46,8,23628.91,1,0,0,119436.42263616183,1,2025-01-31 15:20:37,70
416,656,France,Female,48,7,137282.75,3,1,1,133484.899038186,0,2025-02-03 05:19:37,96
417,763,France,Male,83,4,145825.38,4,1,1,139311.4643742432,0,2025-01-17 11:19:37,38
418,624,France,Female,62,7,187756.67,4,0,1,196706.84594817532,0,2025-01-22 09:02:37,22
419,402,France,Male,90,4,243992.03,2,1,0,198960.794895995,0,2025-01-11 09:08:37,36
420,334,France,Male,39,6,154838.06,1,1,1,21201.11175814138,0,2025-01-23 07:27:37,62
421,375,France,Female,27,4,27912.7,4,1,0,117989.35327974021,0,2025-01-27 16:27:37,48
422,648,France,Male,38,4,22131.06,4,0,1,98656.14932670143,0,2025-01-29 18:27:37,63
423,277,France,Female,34,3,194386.72,4,0,0,204796.31674619878,1,2025-01-19 23:56:37,71
424,755,Germany,Female,84,4,162583.53,2,1,0,94388.8647901427,0,2025-01-18 22:34:37,47
425,756,Spain,Male,24,6,40478.6,3,1,0,139383.74586323203,0,2025-01-12 20:33:37,53
426,431,France,Male,53,2,63339.99,4,1,0,71934.11346656049,0,2025-01-23 07:00:37,99
427,399,France,Male,84,3,187560.1,3,0,1,138287.9848431112,0,2025-01-07 08:45:37,73
428,294,France,Female,94,7,141538.95,3,1,0,48705.521930760086,0,2025-01-12 11:46:37,21
429,359,France,Female,47,5,146250.02,4,1,1,137779.40290932846,0,2025-01-19 16:23:37,36
430,309,Spain,Male,88,7,52502.17,3,0,0,188018.79802240373,1,2025-01-05 21:24:37,37
431,451,France,Male,46,10,157264.5,3,1,0,13288.50411760121,0,2025-01-11 05:23:37,47
432,687,France,Male,89,1,192657.15,2,0,0,125820.33318721213,0,2025-01-10 02:31:37,47
433,495,France,Male,91,8,221313.06,2,0,1,227856.66736965312,0,2025-02-01 00:27:37,71
434,408,France,Male,50,6,184179.33,3,0,0,38961.74171675084,0,2025-02-03 05:16:37,35
435,428,France,Male,76,4,144093.91,2,1,0,53047.37827729577,0,2025-01-06 10:59:37,52
436,473,France,Male,37,10,168314.83,3,1,0,117276.07888295833,0,2025-01-31 11:27:37,24
437,505,France,Female,46,6,121277.87,4,1,1,168564.92569214106,1,2025-01-26 07:07:37,64
438,282,France,Female,70,1,56724.56,2,0,1,116967.56118696893,0,2025-01-19 05:39:37,56
439,353,France,Male,18,10,220551.74,3,1,0,120050.68640509452,0,2025-01-28 21:50:37,71
440,769,Spain,Male,51,3,133155.66,1,1,0,31347.422257283684,0,2025-01-19 08:59:37,83
441,518,France,Female,61,6,148579.58,2,0,1,222807.93964376618,0,2025-02-02 15:58:37,81
442,500,France,Male,31,1,247527.23,1,0,0,77507.10706492739,1,2025-01-16 13:56:37,24
443,784,France,Female,54,7,246253.92,4,1,0,55434.74161569228,0,2025-01-31 20:45:37,30
444,433,France,Female,52,9,146577.75,2,0,1,94250.65624446257,0,2025-01-08 05:20:37,22
445,457,France,Male,76,9,8489.32,4,1,0,86299.0072682735,0,2025-01-15 06:14:37,70
446,444,France,Female,41,10,99036.88,2,1,1,98221.09712357323,0,2025-01-15 11:34:37,79
447,655,France,Female,82,4,234323.32,3,1,0,156316.12551385796,1,2025-01-10 07:02:37,85
448,463,France,Male,23,4,72076.65,1,0,1,187810.28002564172,1,2025-01-27 16:20:37,76
449,777,France,Male,85,7,249817.17,1,1,1,21812.342021314435,0,2025-01-18 12:06:37,36
450,316,Spain,Female,55,0,21079.38,4,0,0,122087.45806128334,0,2025-01-30 14:34:37,22
451,421,France,Male,18,5,142028.55,1,1,0,88499.94258556137,1,2025-02-03 19:19:37,22
452,706,France,Female,58,1,128862.34,4,0,0,12934.48580133295,0,2025-01-05 16:34:37,59
453,600,France,Female,48,0,63838.23,2,0,1,180552.09488368037,0,2025-02-01 12:06:37,99
454,783,France,Female,53,6,237151.78,5,1,0,30728.572946133307,0,2025-01-16 05:42:37,95
455,622,Germany,Female,90,3,154792.8,4,1,1,35819.502448989115,0,2025-01-08 06:50:37,82
456,621,Spain,Female,71,0,57557.07,2,0,1,22375.750745670466,0,2025-01-09 09:36:37,70
457,785,France,Female,48,9,96012.05,4,0,0,52184.69611175727,0,2025-01-21 10:48:37,20
458,769,Spain,Male,46,10,180307.36,3,1,0,49930.9490888497,0,2025-01-23 15:34:37,70
459,599,France,Male,20,10,74424.18,1,0,0,73449.49612104819,1,2025-01-13 23:05:37,23
460,487,France,Male,75,5,219901.55,4,1,0,133698.51153762022,0,2025-01-27 02:40:37,23
461,552,France,Male,78,9,41418.47,1,1,0,21646.72111037736,0,2025-01-09 22:20:37,66
462,382,France,Female,23,5,66126.27,4,1,0,204718.0443076377,0,2025-01-18 05:48:37,58
463,332,France,Female,37,2,36224.65,2,1,0,78022.72614056393,0,2025-01-27 02:48:37,68
464,529,France,Female,78,5,26044.71,3,1,0,132529.66308520638,0,2025-01-27 20:34:37,76
465,679,France,Female,63,9,75078.86,1,0,1,13509.397266475191,0,2025-01-19 22:41:37,58
466,719,Germany,Female,30,8,249794.69,1,0,1,78002.19158083246,0,2025-01-13 22:03:37,87
467,447,France,Male,40,5,23582.35,1,0,1,11568.068015265952,0,2025-01-14 21:51:37,36
468,447,France,Male,48,0,53250.55,3,1,0,40339.206687609585,0,2025-01-25 10:29:37,34
469,352,Germany,Male,21,9,67904.2,1,1,1,104049.04794675976,0,2025-01-24 12:32:37,47
470,783,France,Female,92,5,154782.42,4,0,1,126026.65802792429,0,2025-01-06 08:12:37,35
471,309,France,Female,83,7,186336.42,5,0,0,41121.611613874324,0,2025-01-31 03:21:37,25
472,390,Spain,Male,33,6,187983.42,2,1,1,178532.71981208416,0,2025-01-21 12:53:37,51
473,709,France,Female,48,7,2159.0,3,0,1,45360.13939773757,0,2025-01-16 20:48:37,44
474,424,France,Female,65,10,162962.61,4,0,1,31778.161028977163,0,2025-01-28 08:46:37,58
475,472,Spain,Male,60,7,157684.22,3,0,0,79162.1302741866,0,2025-01-10 22:18:37,36
476,324,France,Female,21,8,129413.67,2,1,0,135764.73703973024,0,2025-01-05 18:23:37,65
477,735,Spain,Male,79,2,94802.14,2,0,0,207325.75099592368,0,2025-01-15 23:20:37,98
478,706,France,Male,65,6,199361.05,1,1,0,105819.35504720111,1,2025-02-01 19:15:37,72
479,639,France,Male,45,5,85970.2,2,1,1,102158.38777683185,0,2025-01-21 08:11:37,70
480,255,France,Male,33,1,57503.07,2,0,1,24371.586767285924,0,2025-01-24 10:43:37,37
481,667,Germany,Female,94,4,77523.79,1,0,1,184191.52247815608,0,2025-01-24 23:16:37,39
482,632,France,Female,86,2,109911.98,3,0,1,48684.53154390521,1,2025-02-01 09:43:37,24
483,473,Germany,Female,47,10,53514.35,4,0,0,168241.68477786708,0,2025-01-11 02:26:37,81
484,764,France,Male,82,4,151892.81,1,0,1,200357.65306922118,0,2025-01-18 00:45:37,31
485,454,France,Female,86,10,221052.3,4,0,1,178765.85888914412,0,2025-02-01 01:13:37,49
486,790,France,Male,31,8,148865.03,1,1,0,134489.77167522506,0,2025-02-03 18:39:37,35
487,656,France,Female,92,7,111667.08,1,1,1,143082.97452734047,0,2025-02-02 17:34:37,21
488,659,Spain,Female,51,8,199217.19,1,0,1,108539.77066455281,0,2025-01-23 18:55:37,95
489,386,France,Male,73,8,187009.66,4,0,0,41228.77235532797,0,2025-01-18 20:41:37,22
490,423,France,Female,46,10,91764.53,1,1,0,151612.4465398655,0,2025-01-22 03:48:37,27
491,333,Spain,Male,42,7,151038.37,1,0,0,115154.11480366942,0,2025-02-01 18:44:37,56
492,456,Germany,Male,83,7,182460.72,1,0,0,126695.59735919171,0,2025-02-03 07:45:37,72
493,424,France,Female,57,10,61365.81,4,0,0,96504.8015452909,0,2025-01-08 02:02:37,74
494,345,France,Female,32,10,91568.47,3,1,1,46711.168872718576,0,2025-02-03 00:33:37,68
495,500,France,Female,49,5,26444.02,1,0,1,184468.6154773843,1,2025-01-07 11:04:37,78
496,463,Spain,Female,37,5,246920.07,2,1,0,78066.18592412023,0,2025-01-23 15:28:37,79
497,505,Germany,Male,70,5,21469.41,1,1,0,198061.3643988281,1,2025-02-01 02:17:37,97
498,513,France,Male,95,9,42151.53,1,1,0,208916.08900554053,0,2025-01-27 19:01:37,65
499,786,France,Female,84,5,119957.99,2,0,0,185704.592723766,0,2025-02-02 08:55:37,82
500,728,France,Female,66,10,216317.96,4,0,0,33276.660410857425,0,2025-01-29 23:57:37,98
501,687,France,Female,84,8,88970.51,2,0,0,205497.30843880042,0,2025-01-29 00:53:37,51
502,312,Spain,Male,94,9,192149.04,2,0,0,103348.59731410195,0,2025-02-02 09:48:37,85
503,492,Germany,Female,18,0,169008.52,1,1,1,66220.01110267408,0,2025-01-29 16:31:37,23
504,584,France,Male,56,9,159666.02,4,0,1,30249.75035693795,0,2025-01-07 20:27:37,48
505,808,Germany,Female,78,5,211254.31,3,0,1,63833.41384201249,1,2025-02-01 16:02:37,68
506,407,France,Female,72,7,3542.57,3,0,1,40062.86328741705,0,2025-01-06 04:26:37,42
507,703,France,Male,86,0,232288.26,4,0,0,16630.757114646476,1,2025-01-28 15:26:37,22
508,775,France,Male,19,10,207306.55,3,1,1,223883.58746937275,1,2025-01-28 15:37:37,73
509,653,France,Female,34,10,234466.8,5,1,0,160283.73554145545,0,2025-01-20 05:46:37,40
510,510,France,Male,46,5,198396.97,2,1,1,179833.0488327069,1,2025-01-09 23:15:37,99
511,724,France,Male,21,8,219647.85,3,1,1,51548.89289828892,0,2025-01-19 00:42:37,63
512,263,France,Female,90,5,50769.51,2,1,1,15947.66088472117,1,2025-01-22 08:04:37,39
513,599,France,Male,81,1,79807.27,2,1,0,111657.81391613421,0,2025-01-11 02:17:37,76
514,620,Spain,Male,60,0,78805.25,1,0,0,150107.78490314752,0,2025-01-25 20:42:37,88
515,660,Spain,Female,93,3,27291.69,1,0,1,195218.9914414308,0,2025-02-02 20:30:37,90
516,630,France,Female,29,5,182394.81,2,1,0,165473.88010259165,0,2025-02-02 18:56:37,71
517,287,France,Male,67,9,34042.72,4,1,0,210291.1355623314,0,2025-01-05 15:59:37,99
518,411,France,Female,85,9,13127.29,1,1,1,56059.883960974796,0,2025-01-24 12:36:37,36
519,605,France,Male,78,8,193861.72,3,0,0,44843.19192648101,1,2025-01-06 04:17:37,85
520,377,France,Male,90,4,226165.79,1,1,0,58137.32812122535,0,2025-01-27 13:14:37,31
521,580,France,Male,68,6,191030.84,4,1,0,35839.54055871857,0,2025-01-09 06:32:37,77
522,453,France,Female,94,5,206338.05,2,0,0,157997.9919856545,0,2025-02-03 10:28:37,96
523,816,France,Male,95,5,148905.42,5,1,1,211549.67188993044,0,2025-01-25 13:29:37,24
524,308,France,Male,22,8,221936.58,3,0,0,67022.57974955048,1,2025-01-24 23:38:37,99
525,784,France,Male,45,4,124175.87,3,1,1,171633.15587230347,0,2025-01-28 18:04:37,91
526,399,France,Female,27,1,247080.65,1,0,0,19481.687963643297,0,2025-02-04 01:53:37,75
527,471,France,Female,69,7,25853.76,3,0,1,144468.95467296254,1,2025-01-19 00:26:37,65
528,745,France,Female,34,10,202295.18,3,0,1,130689.14437776413,1,2025-01-21 19:45:37,91
529,804,France,Male,82,2,160347.35,4,0,0,73668.27495514588,0,2025-01-21 15:03:37,37
530,515,France,Male,38,8,145161.52,1,1,1,152646.15301061783,0,2025-01-12 03:39:37,63
